"ncm","excecao","desc","ipi","concat_desc"
"29049915","","o-Nitroclorobenzeno; m-nitroclorobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados o-Nitroclorobenzeno; m-nitroclorobenzeno"
"29049916","","1,2-Dicloro-4-nitrobenzeno ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados 1,2-Dicloro-4-nitrobenzeno"
"29049919","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitroalogenados Outros"
"29049921","","Ácidos dinitroestilbenodissulfônicos ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitrossulfonados Ácidos dinitroestilbenodissulfônicos"
"29049929","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Derivados nitrossulfonados Outros"
"29049930","","Cloreto de p-toluenossulfonila (cloreto de tosila) ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Cloreto de p-toluenossulfonila (cloreto de tosila)"
"29049940","","Cloreto de o-toluenossulfonila ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Cloreto de o-toluenossulfonila"
"29049990","","Outros ","0","Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados. - Outros: -- Outros Outros"
"29051100","","-- Metanol (álcool metílico) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Metanol (álcool metílico)"
"29051210","","Álcool propílico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Propan-1-ol (álcool propílico) e propan-2-ol (álcool isopropílico) Álcool propílico"
"29051220","","Álcool isopropílico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Propan-1-ol (álcool propílico) e propan-2-ol (álcool isopropílico) Álcool isopropílico"
"29051300","","-- Butan-1-ol (álcool n-butílico) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Butan-1-ol (álcool n-butílico)"
"29051410","","Álcool isobutílico (2-metil-1-propanol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros butanóis Álcool isobutílico (2-metil-1-propanol)"
"29051420","","Álcool sec-butílico (2-butanol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros butanóis Álcool sec-butílico (2-butanol)"
"29051430","","Álcool ter-butílico (2-metil-2-propanol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros butanóis Álcool ter-butílico (2-metil-2-propanol)"
"29051600","","-- Octanol (álcool octílico) e seus isômeros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Octanol (álcool octílico) e seus isômeros"
"29051710","","Álcool láurico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Dodecan-1-ol (álcool láurico (laurílico*)), hexadecan-1-ol (álcool cetílico) e octadecan-1-ol (álcool esteárico) Álcool láurico"
"29051720","","Álcool cetílico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Dodecan-1-ol (álcool láurico (laurílico*)), hexadecan-1-ol (álcool cetílico) e octadecan-1-ol (álcool esteárico) Álcool cetílico"
"29051730","","Álcool esteárico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Dodecan-1-ol (álcool láurico (laurílico*)), hexadecan-1-ol (álcool cetílico) e octadecan-1-ol (álcool esteárico) Álcool esteárico"
"29051911","","n-Decanol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Decanóis n-Decanol"
"29051912","","Isodecanol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Decanóis Isodecanol"
"29051919","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Decanóis Outros"
"29051921","","Etilato de magnésio ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Alcoolatos metálicos Etilato de magnésio"
"29051922","","Metilato de sódio ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Alcoolatos metálicos Metilato de sódio"
"29051923","","Etilato de sódio ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Alcoolatos metálicos Etilato de sódio"
"29051929","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Alcoolatos metálicos Outros"
"29051991","","4-Metilpentan-2-ol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros 4-Metilpentan-2-ol"
"29051992","","Isononanol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros Isononanol"
"29051993","","Isotridecanol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros Isotridecanol"
"29051994","","Tetra-hidrolinalol (3,7-dimetiloctan-3-ol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros Tetra-hidrolinalol (3,7-dimetiloctan-3-ol)"
"29051995","","3,3-Dimetilbutan-2-ol (álcool pinacolílico) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros 3,3-Dimetilbutan-2-ol (álcool pinacolílico)"
"29051996","","Pentanol (álcool amílico) e seus isômeros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros Pentanol (álcool amílico) e seus isômeros"
"29051999","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois saturados: -- Outros Outros Outros"
"29052210","","Linalol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Álcoois terpênicos acíclicos Linalol"
"29052220","","Geraniol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Álcoois terpênicos acíclicos Geraniol"
"29052230","","Di-hidromircenol (2,6-dimetil-7-octen-2-ol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Álcoois terpênicos acíclicos Di-hidromircenol (2,6-dimetil-7-octen-2-ol)"
"29052290","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Álcoois terpênicos acíclicos Outros"
"29052910","","Álcool alílico ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Outros Álcool alílico"
"29052990","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Monoálcoois não saturados: -- Outros Outros"
"29053100","","-- Etilenoglicol (etanodiol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Etilenoglicol (etanodiol)"
"29053200","","-- Propilenoglicol (propano-1,2-diol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Propilenoglicol (propano-1,2-diol)"
"29053910","","2-Metil-2,4-pentanodiol (hexilenoglicol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Outros 2-Metil-2,4-pentanodiol (hexilenoglicol)"
"29053920","","Trimetilenoglicol (1,3-propanodiol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Outros Trimetilenoglicol (1,3-propanodiol)"
"29053930","","1,3-Butilenoglicol (1,3-butanodiol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Outros 1,3-Butilenoglicol (1,3-butanodiol)"
"29053990","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Dióis: -- Outros Outros"
"29054100","","-- 2-Etil-2-(hidroximetil)propano-1,3-diol (trimetilolpropano) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- 2-Etil-2-(hidroximetil)propano-1,3-diol (trimetilolpropano)"
"29054200","","-- Pentaeritritol (pentaeritrita) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- Pentaeritritol (pentaeritrita)"
"29054300","","-- Manitol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- Manitol"
"29054400","","-- D-glucitol (sorbitol) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- D-glucitol (sorbitol)"
"29054500","","-- Glicerol ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- Glicerol"
"29054900","","-- Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Outros poliálcoois: -- Outros"
"29055100","","-- Etclorvinol (DCI) ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Derivados halogenados, sulfonados, nitrados ou nitrosados dos álcoois acíclicos: -- Etclorvinol (DCI)"
"29055910","","Hidrato de cloral ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Derivados halogenados, sulfonados, nitrados ou nitrosados dos álcoois acíclicos: -- Outros Hidrato de cloral"
"29055990","","Outros ","0","Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Derivados halogenados, sulfonados, nitrados ou nitrosados dos álcoois acíclicos: -- Outros Outros"
"29061100","","-- Mentol ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Mentol"
"29061200","","-- Cicloexanol, metilcicloexanóis e dimetilcicloexanóis ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Cicloexanol, metilcicloexanóis e dimetilcicloexanóis"
"29061300","","-- Esteróis e inositóis ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Esteróis e inositóis"
"29061910","","Derivados do mentol ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Derivados do mentol"
"29061920","","Borneol; isoborneol ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Borneol; isoborneol"
"29061930","","Terpina e seu hidrato ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Terpina e seu hidrato"
"29061940","","Álcool fenchílico (1,3,3-trimetil-2-norbornanol) ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Álcool fenchílico (1,3,3-trimetil-2-norbornanol)"
"29061950","","Terpineóis ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Terpineóis"
"29061990","","Outros ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Ciclânicos, ciclênicos ou cicloterpênicos: -- Outros Outros"
"29062100","","-- Álcool benzílico ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Aromáticos: -- Álcool benzílico"
"29062910","","2-Feniletanol ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Aromáticos: -- Outros 2-Feniletanol"
"29062920","","Dicofol ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Aromáticos: -- Outros Dicofol"
"29062990","","Outros ","0","Álcoois cíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados. - Aromáticos: -- Outros Outros"
"29071100","","-- Fenol (hidroxibenzeno) e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Fenol (hidroxibenzeno) e seus sais"
"29071200","","-- Cresóis e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Cresóis e seus sais"
"29071300","","-- Octilfenol, nonilfenol, e seus isômeros; sais destes produtos ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Octilfenol, nonilfenol, e seus isômeros; sais destes produtos"
"29071510","","beta-Naftol e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Naftóis e seus sais beta-Naftol e seus sais"
"29071590","","Outros ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Naftóis e seus sais Outros"
"29071910","","2,6-Di-ter-butil-p-cresol e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Outros 2,6-Di-ter-butil-p-cresol e seus sais"
"29071920","","o-Fenilfenol e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Outros o-Fenilfenol e seus sais"
"29071930","","p-ter-Butilfenol e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Outros p-ter-Butilfenol e seus sais"
"29071940","","Xilenóis e seus sais ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Outros Xilenóis e seus sais"
"29071990","","Outros ","0","Fenóis; fenóis-álcoois. - Monofenóis: -- Outros Outros"
"29072100","","-- Resorcinol e seus sais ","0","Fenóis; fenóis-álcoois. - Polifenóis; fenóis-álcoois: -- Resorcinol e seus sais"
"29072200","","-- Hidroquinona e seus sais ","0","Fenóis; fenóis-álcoois. - Polifenóis; fenóis-álcoois: -- Hidroquinona e seus sais"
"29072300","","-- 4,4'-Isopropilidenodifenol (bisfenol A, difenilolpropano) e seus sais ","0","Fenóis; fenóis-álcoois. - Polifenóis; fenóis-álcoois: -- 4,4'-Isopropilidenodifenol (bisfenol A, difenilolpropano) e seus sais"
"29072900","","-- Outros ","0","Fenóis; fenóis-álcoois. - Polifenóis; fenóis-álcoois: -- Outros"
"29081100","","-- Pentaclorofenol (ISO) ","0","Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois. - Derivados apenas halogenados e seus sais: -- Pentaclorofenol (ISO)"
"29081911","","4-Cloro-m-cresol e seus sais ","0","Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois. - Derivados apenas halogenados e seus sais: -- Outros Derivados halogenados unicamente com cloro 4-Cloro-m-cresol e seus sais"
"29081912","","Diclorofenóis e seus sais ","0","Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois. - Derivados apenas halogenados e seus sais: -- Outros Derivados halogenados unicamente com cloro Diclorofenóis e seus sais"
"29081913","","p-Clorofenol ","0","Derivados halogenados, sulfonados, nitrados ou nitrosados dos fenóis ou dos fenóis-álcoois. - Derivados apenas halogenados e seus sais: -- Outros Derivados halogenados unicamente com cloro p-Clorofenol"
